;אזור ישוב שטח;ארגון בטחון בלתי;בנק כסף תאגיד;דירה חוב דיור;זהום סביבה איכות;זוג הטבה תרומה;חולה מחלה תרופה;חיל מלוא חפשה;חקירה פלילי כתב;חשמל ספורט אנרגיה;יהודי פרסום חפש;יצוג הולם נציג;מבקר בקרת פנימי;מוצר צרכן מים;מעסיק העסקה קבלן;מפלגה התרבות עם;נהג הרכב רכב;נשיא כהנה שוטר;ענש עברה עבירות;עקרון אמנה יסוד;פטור מועד בטחון;פסק הסכם נשואין;פקוח מנהל הקים;קטין אלימות תופעה;קצבה גמלה פנסיה;קרקע תכנון בניה;שדור ערוץ אגרה;שפה עולה ארץ;תביעה אחריות נזק;תלמיד לימודים השכלה
K17_f_295834;0.3673076923;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0596153846;0.0019230769;0.0019230769;0.040384615400000004;0.17500000000000002;0.3096153846;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769;0.0019230769
K17_f_295852;0.0014925373;0.0313432836;0.18059701490000002;0.3298507463;0.3298507463;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0462686567;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0014925373;0.0164179104;0.0014925373;0.0313432836;0.0014925373;0.0014925373
K17_f_296032;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.225;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.47500000000000003;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.0861111111;0.0027777778;0.0027777778;0.0027777778;0.0027777778;0.058333333300000005;0.0027777778;0.0861111111;0.0027777778;0.0027777778
K17_f_296218;0.0096491228;0.0008771930000000001;0.0008771930000000001;0.0359649123;0.0710526316;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0096491228;0.2377192982;0.0008771930000000001;0.0710526316;0.07982456140000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0096491228;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.0008771930000000001;0.4570175439
K17_f_296242;0.0006578947;0.0796052632;0.0006578947;0.4151315789;0.0006578947;0.0006578947;0.1848684211;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0467105263;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0006578947;0.0203947368;0.2243421053;0.0138157895
K17_f_296292;0.20684931510000001;0.001369863;0.001369863;0.1931506849;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.028767123300000003;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.3301369863;0.20684931510000001
K17_f_296474;0.002173913;0.002173913;0.0239130435;0.002173913;0.002173913;0.002173913;0.002173913;0.0239130435;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.8282608696;0.002173913;0.002173913;0.0239130435;0.0456521739;0.002173913
K17_f_296571;0.0456521739;0.002173913;0.002173913;0.002173913;0.002173913;0.0456521739;0.002173913;0.002173913;0.2195652174;0.002173913;0.002173913;0.2630434783;0.002173913;0.0239130435;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.2413043478;0.002173913;0.002173913;0.002173913;0.002173913;0.1108695652;0.002173913
K17_f_296594;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.5280701754;0.0017543860000000001;0.0192982456;0.0017543860000000001;0.0192982456;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0192982456;0.1771929825;0.1421052632;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.0017543860000000001;0.036842105300000004;0.0192982456;0.0017543860000000001
K17_f_296597;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.1518518519;0.0407407407;0.5962962963;0.0777777778;0.0407407407;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003;0.0037037037000000003
K17_f_296631;0.0012658228;0.0012658228;0.0012658228;0.1658227848;0.0392405063;0.0012658228;0.07721518990000001;0.3683544304;0.0012658228;0.0012658228;0.07721518990000001;0.0139240506;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0012658228;0.0898734177;0.0012658228;0.0898734177;0.0012658228;0.0392405063;0.0012658228;0.0012658228;0.0012658228;0.0139240506;0.0012658228;0.0012658228
K17_f_296654;0.0043478261;0.8304347826;0.0043478261;0.047826087;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261
K17_f_296917;0.00048780490000000003;0.0248780488;0.0297560976;0.00048780490000000003;0.0053658537;0.00048780490000000003;0.00048780490000000003;0.00048780490000000003;0.010243902400000001;0.00048780490000000003;0.00048780490000000003;0.5224390244;0.0053658537;0.0053658537;0.00048780490000000003;0.00048780490000000003;0.0053658537;0.00048780490000000003;0.00048780490000000003;0.1175609756;0.00048780490000000003;0.00048780490000000003;0.23951219510000002;0.0053658537;0.00048780490000000003;0.00048780490000000003;0.00048780490000000003;0.02;0.00048780490000000003;0.00048780490000000003
K17_f_296948;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.4306122449;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.2469387755;0.0020408163;0.022448979600000002;0.0020408163;0.1653061224;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0632653061;0.0020408163;0.0020408163;0.0020408163;0.022448979600000002;0.0020408163
K17_f_297271;0.0011764706;0.2717647059;0.0011764706;0.0482352941;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0247058824;0.0247058824;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.0247058824;0.0011764706;0.0011764706;0.0011764706;0.0247058824;0.0011764706;0.0011764706;0.2482352941;0.0011764706;0.0011764706;0.0011764706;0.0011764706;0.2952941176;0.0129411765;0.0011764706
K17_f_297316;0.0023809524;0.9309523810000001;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524;0.0023809524
K17_f_297401;0.0024390244000000003;0.8804878049;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0268292683;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0268292683;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003;0.0024390244000000003
K17_f_297490;0.0052132701;0.0052132701;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.9720379147;0.0004739336;0.0052132701;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336
K17_f_297505;0.0009615385;0.0009615385;0.0009615385;0.07788461540000001;0.0009615385;0.020192307700000002;0.0009615385;0.0009615385;0.0009615385;0.0009615385;0.0009615385;0.1163461538;0.020192307700000002;0.1067307692;0.0009615385;0.0009615385;0.0009615385;0.0009615385;0.0009615385;0.0105769231;0.0009615385;0.09711538460000001;0.0009615385;0.0009615385;0.4913461538;0.0009615385;0.0009615385;0.020192307700000002;0.020192307700000002;0.0009615385
K17_f_297527;0.0043478261;0.0043478261;0.0043478261;0.1347826087;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.1782608696;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.5695652174;0.0043478261;0.0043478261;0.0043478261;0.0043478261;0.0043478261
K17_f_297588;0.0012987013;0.0012987013;0.0012987013;0.0012987013;0.0012987013;0.0012987013;0.0012987013;0.0012987013;0.5337662338;0.0012987013;0.0012987013;0.0272727273;0.0402597403;0.0012987013;0.0012987013;0.0012987013;0.0012987013;0.053246753200000004;0.11818181820000001;0.0012987013;0.0402597403;0.0012987013;0.0012987013;0.1571428571;0.0012987013;0.0012987013;0.0012987013;0.0012987013;0.0012987013;0.0012987013
K17_f_297591;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.1126984127;0.0015873016000000002;0.0015873016000000002;0.0174603175;0.2873015873;0.0015873016000000002;0.0015873016000000002;0.033333333300000004;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.1126984127;0.0015873016000000002;0.0015873016000000002;0.033333333300000004;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.36666666670000003
K17_f_297598;0.0018518519000000002;0.0018518519000000002;0.0388888889;0.0203703704;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0203703704;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.4833333333;0.0018518519000000002;0.2055555556;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.11296296300000001;0.0018518519000000002;0.0018518519000000002;0.0759259259;0.0018518519000000002
K17_f_297914;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0052132701;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0146919431;0.0004739336;0.0004739336;0.0004739336;0.9672985782;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336;0.0004739336
K17_f_298136;0.6255208333;0.0005208333;0.0630208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.0005208333;0.005729166700000001;0.005729166700000001;0.0005208333;0.0005208333;0.005729166700000001;0.0005208333;0.0005208333;0.0005208333;0.1671875;0.0005208333;0.0005208333;0.11510416670000001;0.0005208333
K17_f_298351;0.0239130435;0.002173913;0.002173913;0.002173913;0.0239130435;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.0239130435;0.002173913;0.0891304348;0.0891304348;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.002173913;0.502173913;0.0456521739;0.002173913;0.1108695652;0.002173913;0.002173913;0.0239130435;0.002173913;0.0239130435
K17_f_298518;0.10200000000000001;0.002;0.002;0.002;0.002;0.002;0.022;0.002;0.002;0.262;0.002;0.002;0.002;0.002;0.042;0.302;0.002;0.002;0.002;0.162;0.022;0.002;0.042;0.002;0.002;0.002;0.002;0.002;0.002;0.002
K17_f_298605;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0323529412;0.0029411765;0.0323529412;0.0029411765;0.0323529412;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0323529412;0.0029411765;0.0911764706;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.0029411765;0.15;0.5617647059;0.0029411765;0.0029411765
K17_f_298959;0.0013157895;0.0013157895;0.0144736842;0.0802631579;0.0013157895;0.0407894737;0.0013157895;0.0144736842;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.4486842105;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.225;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.0013157895;0.1460526316;0.0013157895
K17_f_298972;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.0193779904;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.3782296651;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.0241626794;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.055263157900000005;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.0002392344;0.5169856459000001;0.0002392344
K17_f_299231;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0328125;0.0640625;0.0015624999999999999;0.0953125;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.048437499999999994;0.0015624999999999999;0.0015624999999999999;0.0015624999999999999;0.6421875;0.0015624999999999999;0.0796875
K17_f_299245;0.0023255814;0.0023255814;0.0023255814;0.0023255814;0.0023255814;0.0023255814;0.0255813953;0.0023255814;0.0255813953;0.18837209300000002;0.0720930233;0.0023255814;0.0023255814;0.0023255814;0.0023255814;0.0023255814;0.0023255814;0.1651162791;0.0023255814;0.0023255814;0.0255813953;0.0023255814;0.0023255814;0.3976744186;0.0023255814;0.0023255814;0.0023255814;0.0023255814;0.0023255814;0.048837209300000003
K17_f_299251;0.0021276596000000003;0.0021276596000000003;0.0234042553;0.0021276596000000003;0.0021276596000000003;0.0446808511;0.0021276596000000003;0.0021276596000000003;0.0659574468;0.0446808511;0.1085106383;0.0234042553;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.1936170213;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.44893617020000004;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003;0.0021276596000000003
K17_f_299420;0.022448979600000002;0.0632653061;0.0020408163;0.0020408163;0.022448979600000002;0.0020408163;0.0020408163;0.0020408163;0.0428571429;0.0428571429;0.0020408163;0.1857142857;0.0020408163;0.0020408163;0.0020408163;0.1448979592;0.0020408163;0.022448979600000002;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.4102040816
K17_f_299453;0.0388888889;0.0018518519000000002;0.0018518519000000002;0.0759259259;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.15;0.0018518519000000002;0.0759259259;0.3166666667;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0203703704;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.2796296296;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002
K17_f_299492;0.09444444440000001;0.0018518519000000002;0.0388888889;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.5388888889;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.18703703700000002;0.09444444440000001;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002;0.0018518519000000002
K17_f_299594;0.0010869565;0.022826087000000002;0.0010869565;0.0010869565;0.6532608696000001;0.0010869565;0.0010869565;0.0010869565;0.0010869565;0.1858695652;0.0010869565;0.0010869565;0.0010869565;0.0010869565;0.0119565217;0.0010869565;0.0336956522;0.0010869565;0.022826087000000002;0.0010869565;0.0010869565;0.0010869565;0.0010869565;0.0010869565;0.0010869565;0.0445652174;0.0010869565;0.0010869565;0.0010869565;0.0010869565
K17_f_299681;0.0014492754;0.0014492754;0.0014492754;0.3057971014;0.0014492754;0.0014492754;0.0594202899;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.015942029;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.0014492754;0.1753623188;0.0014492754;0.0014492754;0.3782608696;0.015942029;0.015942029
K17_f_299731;0.0016666667;0.3183333333;0.0016666667;0.035;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0183333333;0.0183333333;0.0016666667;0.035;0.0016666667;0.0016666667;0.1016666667;0.0016666667;0.0016666667;0.2016666667;0.0016666667;0.06833333330000001;0.0016666667;0.0016666667;0.1683333333;0.0016666667;0.0016666667;0.0016666667;0.0016666667;0.0016666667
K17_f_299945;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.5806818182;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0125;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.3534090909;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0125;0.0011363636;0.0125;0.0011363636;0.0011363636;0.0011363636;0.0011363636
K17_f_299992;0.001369863;0.001369863;0.001369863;0.001369863;0.0150684932;0.001369863;0.001369863;0.001369863;0.001369863;0.1109589041;0.001369863;0.001369863;0.0150684932;0.001369863;0.001369863;0.028767123300000003;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.5493150685;0.001369863;0.001369863;0.001369863;0.001369863;0.0424657534;0.001369863;0.1794520548;0.028767123300000003
K17_f_299995;0.0033333333;0.0033333333;0.27;0.0033333333;0.0033333333;0.2033333333;0.0033333333;0.0366666667;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.2033333333;0.0033333333;0.07;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.0366666667;0.0033333333;0.0033333333;0.0033333333;0.0033333333;0.07;0.0033333333;0.0033333333;0.0366666667;0.0033333333
K17_f_300000;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.1586046512;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.7446511628;0.0004651163;0.0004651163;0.0004651163;0.0423255814;0.0144186047;0.0097674419;0.0004651163;0.0004651163;0.0004651163;0.0051162791;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0004651163;0.0144186047;0.0004651163;0.0004651163
K17_f_300331;0.0012048193;0.0012048193;0.013253012000000002;0.0012048193;0.0012048193;0.0012048193;0.0012048193;0.0012048193;0.0012048193;0.6036144578;0.0012048193;0.0012048193;0.0012048193;0.0012048193;0.0012048193;0.0373493976;0.0012048193;0.0012048193;0.0012048193;0.049397590400000004;0.07349397590000001;0.0253012048;0.12168674700000001;0.0012048193;0.0012048193;0.0373493976;0.0012048193;0.0012048193;0.013253012000000002;0.0012048193
K17_f_300695;0.000621118;0.0751552795;0.000621118;0.000621118;0.000621118;0.000621118;0.013043478300000001;0.0316770186;0.000621118;0.000621118;0.5409937888;0.000621118;0.000621118;0.000621118;0.000621118;0.000621118;0.000621118;0.0068322981;0.000621118;0.16211180120000002;0.000621118;0.0689440994;0.000621118;0.000621118;0.000621118;0.000621118;0.000621118;0.000621118;0.08757763980000001;0.000621118
K17_f_300697;0.0047619048;0.8619047619;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048;0.0047619048
K17_f_300775;0.0244444444;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.6688888889;0.0244444444;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.046666666700000005;0.0022222222;0.046666666700000005;0.0022222222;0.0911111111;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.046666666700000005;0.0022222222
K17_f_301059;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0154929577;0.0014084507000000001;0.0014084507000000001;0.0154929577;0.043661971800000005;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.1281690141;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.2408450704;0.423943662;0.0014084507000000001;0.0014084507000000001;0.0014084507000000001;0.043661971800000005;0.0577464789;0.0014084507000000001
K17_f_301151;0.0005319149000000001;0.0005319149000000001;0.0005319149000000001;0.0005319149000000001;0.39946808510000004;0.0005319149000000001;0.0005319149000000001;0.0005319149000000001;0.0005319149000000001;0.2877659574;0.0005319149000000001;0.0005319149000000001;0.0164893617;0.0005319149000000001;0.0058510638;0.0218085106;0.0005319149000000001;0.0218085106;0.0058510638;0.0005319149000000001;0.0696808511;0.0058510638;0.0005319149000000001;0.09095744680000001;0.0377659574;0.0164893617;0.0005319149000000001;0.0111702128;0.0005319149000000001;0.0005319149000000001
K17_f_301331;0.0019607843000000002;0.0019607843000000002;0.4333333333;0.31568627450000003;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.17843137250000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0215686275;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002;0.0019607843000000002
K17_f_301692;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.38;0.0022222222;0.0022222222;0.0022222222;0.0244444444;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0244444444;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.1133333333;0.0022222222;0.0022222222;0.0022222222;0.0022222222;0.0911111111;0.3133333333
K17_f_301759;0.0323076923;0.0015384615;0.0015384615;0.1707692308;0.0169230769;0.54;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0169230769;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0323076923;0.14;0.0015384615;0.0015384615;0.0015384615;0.0015384615;0.0169230769;0.0015384615;0.0015384615
K17_f_301814;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.1285714286;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.1603174603;0.3507936508;0.0015873016000000002;0.0015873016000000002;0.1285714286;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.1920634921;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002;0.0015873016000000002
K17_f_301831;0.0146666667;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.1346666667;0.0146666667;0.0013333333;0.3613333333;0.0013333333;0.028;0.0013333333;0.0013333333;0.188;0.0146666667;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.2146666667;0.0013333333
K17_f_301893;0.0020408163;0.022448979600000002;0.0020408163;0.0020408163;0.0020408163;0.022448979600000002;0.022448979600000002;0.0020408163;0.0020408163;0.0020408163;0.022448979600000002;0.1653061224;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0836734694;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.3285714286;0.1653061224;0.022448979600000002;0.0020408163;0.0020408163;0.0020408163;0.0020408163;0.0632653061;0.0428571429
K17_f_301951;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0815789474;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.6342105263000001;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0289473684;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.1868421053
K17_f_301992;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.3447368421;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0289473684;0.5552631579;0.0026315789;0.0026315789;0.0026315789;0.0026315789;0.0026315789
K17_f_301998;0.2157142857;0.0014285714000000001;0.0014285714000000001;0.0014285714000000001;0.03;0.0157142857;0.43;0.03;0.03;0.0442857143;0.0014285714000000001;0.0014285714000000001;0.0014285714000000001;0.0014285714000000001;0.0157142857;0.0014285714000000001;0.0014285714000000001;0.0014285714000000001;0.0014285714000000001;0.0014285714000000001;0.03;0.0157142857;0.0014285714000000001;0.0014285714000000001;0.0585714286;0.0585714286;0.0014285714000000001;0.0014285714000000001;0.0014285714000000001;0.0014285714000000001
